NFR,percentile_80_target,percentile_95_target
Perf_1,1.6,2
Perf_2,2.4,3
Perf_3,1.6,2
Perf_4,2.4,3
Perf_5,24,30
Perf_6,24,30
Perf_7,2.4,3
Perf_7a,4,5
Perf_7b,4.8,6
Perf_8,1.6,2
Perf_8a,2.4,3
Perf_8b,3.2,4
Perf_11,2.1,3.6
Perf_32,0.5d,0.6d
Perf_33,0.8d,1.0d
Perf_34,0.35d,0.45d
Perf_35,2e,2.5e
Mailboxes,60,90


transaction,NFR
EosFO_WCE_010_TransferToNGCM,Perf_4
EosFO_WCE_020_TransferSelectSupportedRecovery,Perf_4
EosFO_WCE_030_TransferOK,Perf_4
EosFO_WCE_040_ClickInjuryTab,Perf_1
EosFO_WCE_050_ClickIncapacityTab,Perf_1
EosFO_WCE_060_AddApprovedInjury,Perf_4
EosFO_WCE_070_SaveMedicalIncapacity,Perf_4
EosFO_WCE_080_EarningsAndExclusionsTab,Perf_1
EosFO_WCE_090_CollectionPeriods,Perf_1
EosFO_WCE_100_CollectionPeriodsAdd,Perf_4
EosFO_WCE_110_CollectionPointData,Perf_4
EosFO_WCE_120_CollectionPointDataEdit,Perf_4
EosFO_WCE_130_CollectionPointDataAddEmployer,Perf_4
EosFO_WCE_140_CollectionPointDataSearchEmployer,Perf_4
EosFO_WCE_150_CollectionPointDataSearchEmployerName,Perf_4
EosFO_WCE_160_CollectionPointDataSearchEmployerSelect,Perf_4
EosFO_WCE_170_CollectionPointDataSearchEmployerOK,Perf_4
EosFO_WCE_180_CollectionPointDataEmploymentType,Perf_4
EosFO_WCE_190_CollectionPointDataHoursPerWeek,Perf_4
EosFO_WCE_200_CollectionPointDataAddEarnings,Perf_4
EosFO_WCE_210_CollectionPointDataSelectLTE,Perf_4
EosFO_WCE_220_CollectionPointDataOKLTE,Perf_4
EosFO_WCE_230_CollectionPointDataAddEarnings,Perf_4
EosFO_WCE_240_CollectionPointDataSelectSTE,Perf_4
EosFO_WCE_250_CollectionPointDataOKSTE,Perf_4
EosFO_WCE_260_CollectionPointDataOKEmployerDetails,Perf_4
EosFO_WCE_270_CollectionPointDataAddPartyAsParticipant,Perf_4
EosFO_WCE_280_CollectionPointDataAddPartyAsEmployer,Perf_4
EosFO_WCE_290_CollectionPointOK,Perf_4
EosFO_WCE_300_CollectionPointCalculate,Perf_4
EosFO_WCE_310_AddWeeklyCompSubcase,Perf_4
EosFO_WCE_320_PeriodsTab,Perf_1
EosFO_WCE_330_MaintainPeriods,Perf_4
EosFO_WCE_340_EditPeriod,Perf_4
EosFO_WCE_350_ApprovePaymentPeriod,Perf_4
EosFO_WCE_360_SaveCertPeriod,Perf_4
EosFO_WCE_370_CalculatedEntitlementsTab,Perf_1
EosFO_WCE_380_ReviewAll,Perf_4
EosFO_WCE_390_PaymentsReadyForApproval,Perf_4
EosFO_WCE_400_Save,Perf_4
EosFO_WCEApp_010_ReviewAll,Perf_4
EosFO_WCEApp_030_Approve,Perf_4
EosFO_WCEApp_040_CloseWCE,Perf_4
GetBearer_CoaP_Claim_01_OAuthLanding,Perf_1
GetBearer_CoaP_Claim_02_SignIn,Perf_1
GetBearer_CoaP_Claim_03_SignIn,Perf_1
GetBearer_CoaP_Claim_04_StaySignedIn,Perf_1
GetBearer_CoaP_Claim_05_FinalPost,Perf_1
GetBearer_CoaP_Client_01_OAuthLanding,Perf_1
GetBearer_CoaP_Client_02_SignIn,Perf_1
GetBearer_CoaP_Client_03_SignIn,Perf_1
GetBearer_CoaP_Client_04_StaySignedIn,Perf_1
GetBearer_CoaP_Client_05_FinalPost,Perf_1
GraphAPI_DeleteSentItem,Perf_11
GraphAPI_Filing_CreateDraftMessage,Perf_11
GraphAPI_Filing_CreateUploadSession,Perf_11
GraphAPI_Filing_PollForDocument_020_Large_10MB,Mailboxes
GraphAPI_Filing_PollForDocument_020_Large_20MB,Mailboxes
GraphAPI_Filing_PollForDocument_020_Medium,Mailboxes
GraphAPI_Filing_PollForDocument_020_Small,Mailboxes
GraphAPI_Filing_PollForDocument_021_RefreshDocument_Large_10MB,Perf_1
GraphAPI_Filing_PollForDocument_021_RefreshDocument_Large_20MB,Perf_1
GraphAPI_Filing_PollForDocument_021_RefreshDocument_Medium,Perf_1
GraphAPI_Filing_PollForDocument_021_RefreshDocument_Small,Perf_1
GraphAPI_Filing_PutAttachmentChunk,Perf_11
GraphAPI_Filing_PutSmallAttachment,Perf_11
GraphAPI_Filing_SendMail_Large_10MB,Perf_11
GraphAPI_Filing_SendMail_Large_20MB,Perf_11
GraphAPI_Filing_SendMail_Medium,Perf_11
GraphAPI_Filing_SendMail_None,Perf_11
GraphAPI_Filing_SendMail_Small,Perf_11
GraphAPI_GetSentItem,Perf_11
GraphAPI_OAuth_GetToken,Perf_11
GraphAPI_Outbound_CreateDraftMessage,Perf_11
GraphAPI_Outbound_CreateUploadSession,Perf_11
GraphAPI_Outbound_PollForDocument_020__Large_1x,Mailboxes
GraphAPI_Outbound_PollForDocument_020__Large_4x,Mailboxes
GraphAPI_Outbound_PollForDocument_020__Small_1x,Mailboxes
GraphAPI_Outbound_PollForDocument_020__Small_5x,Mailboxes
GraphAPI_Outbound_PutAttachmentChunk,Perf_11
GraphAPI_Outbound_PutSmallAttachment,Perf_11
GraphAPI_Outbound_SendMail_Large_1x,Perf_11
GraphAPI_Outbound_SendMail_Large_4x,Perf_11
GraphAPI_Outbound_SendMail_None_0x,Perf_11
GraphAPI_Outbound_SendMail_Small_1x,Perf_11
GraphAPI_Outbound_SendMail_Small_5x,Perf_11
GraphAPI_PollForDocument_021_RefreshDocument__Large_1x,Perf_1
GraphAPI_PollForDocument_021_RefreshDocument__Large_4x,Perf_1
GraphAPI_PollForDocument_021_RefreshDocument__Small_1x,Perf_1
GraphAPI_PollForDocument_021_RefreshDocument__Small_5x,Perf_1
INT_INBDOCS_SC01_DischargeNotes_disop_10MB,Perf_11
INT_INBDOCS_SC01_DischargeNotes_disop_15MB,Perf_11
INT_INBDOCS_SC01_DischargeNotes_disop_20MB,Perf_11
INT_INBDOCS_SC01_DischargeNotes_disop_3MB,Perf_11
INT_INBDOCS_SC01_DischargeNotes_disop_5MB,Perf_11
INT_INBDOCS_SC02_RadiologyRep_eshti_10MB,Perf_11
INT_INBDOCS_SC02_RadiologyRep_eshti_15MB,Perf_11
INT_INBDOCS_SC02_RadiologyRep_eshti_20MB,Perf_11
INT_INBDOCS_SC02_RadiologyRep_eshti_3MB,Perf_11
INT_INBDOCS_SC02_RadiologyRep_eshti_5MB,Perf_11
INT_INBDOCS_SC03_ProvNotes_specr_10MB,Perf_11
INT_INBDOCS_SC03_ProvNotes_specr_3MB,Perf_11
INT_INBDOCS_SC03_ProvNotes_specr_5MB,Perf_11
INT_INBDOCS_SC03_Tx_ProvNotes_specr_15MB,Perf_11
INT_INBDOCS_SC03_Tx_ProvNotes_specr_20MB,Perf_11
JDBC Set PIC LS Data Ready to Approve,Perf_11
JDBC Set WCE Data Ready to Approve,Perf_11
JMS_MFP_CaseDetailsRequest,Perf_11
JMS_MFP_FacilityChange,Perf_11
JMS_MFP_ProviderChange,Perf_11
JMS_MFP_VendorChange,Perf_11
MULE_ACC18,Perf_11
MULE_ACC42_DentalClaim,Perf_11
MULE_ACC45,Perf_11
MULE_ICP_Query,Perf_11
MULE_QCQI_101_Claims,Perf_11
MULE_QCQI_102_ClaimsStatusFilterNHI,Perf_11
MULE_QCQI_103_ClaimsStatusFilterProviderVendor,Perf_11
MULE_QCQI_104_ClaimsStatusForClaimProviderVendor,Perf_11
MULE_QCQI_201_ClaimsSummaryFirstNameLastName,Perf_11
MULE_QCQI_202_ClaimSummaryByClaimNumber,Perf_11
MULE_QCQI_203_ClaimsSummaryStatusByDate,Perf_11
NGAPI_010_CreateTask,Perf_11
NGAPI_060_GetLifeAreas,Perf_11
NGAPI_080_UpdateLifeAreas,Perf_11
NGAPI_ClaimOnAPage,Perf_11
NGAPI_ClaimOnAPageWelcomeConversation,Perf_11
NGAPI_CoaP_000_GetBearer,Perf_11
NGAPI_CoaP_010_GetClientIDFromClaim,Perf_11
NGAPI_CoaP_020_GetClient,Perf_11
NGAPI_CoaP_030_GetClaim,Perf_11
NGAPI_CoaP_040_GetEosTask,Perf_11
NGAPI_CoaP_050_GetContacts,Perf_11
NGAPI_CoaP_051_GetContactsIssue,Perf_11
NGAPI_CoaP_060_GetParticipants,Perf_11
NGAPI_CoaP_081_GetSubcases,Perf_11
NGAPI_CoaP_090_GetEForm,Perf_11
NGAPI_CoaP_110_GetPaymentHistory,Perf_11
NGAPI_CoaP_120_GetPendingPayment,Perf_11
NGAPI_CoaP_130_GetCertificationPeriods,Perf_11
NGAPI_CoaP_140_GetPurchaseOrders,Perf_11
NGAPI_CoaP_150_GetOccupationandEarnings,Perf_11
NGAPI_CoaP_180_GetAllClaimsByClientID,Perf_11
NGAPI_CoaPWelCon_000_GetBearer,Perf_11
NGAPI_CoaPWelCon_010_UpdateClient,Perf_11
NGAPI_CreateWG_000_GetBearer,Perf_11
NGAPI_CreateWG_010_createTranscriptWG,Perf_11
NGAPI_CreateWrittenGuidance,Perf_11
NGAPI_Email,Perf_11
NGAPI_Email_000_GetBearer,Perf_11
NGAPI_Email_010_GetClientFromClaim,Perf_11
NGAPI_Email_020_GetClient,Perf_11
NGAPI_Email_030_GetClaim,Perf_11
NGAPI_Email_040_GetClaimOwner,Perf_11
NGAPI_GetSpecificTask,Perf_11
NGAPI_HGCreate_000_GetBearer,Perf_11
NGAPI_HGCreate_010_CreateEForm,Perf_11
NGAPI_RecoveryPlan_020_GetRecoveryPlan,Perf_11
NGAPI_RecoveryPlan_040_GetActions,Perf_11
NGAPI_RecoveryPlan_050_GetClientGoals,Perf_11
NGAPI_RecoveryPlan_110_CreateClientGoal,Perf_11
NGAPI_RecoveryPlan_120_UpdateClientGoal,Perf_11
NGAPI_RecPlan_000_GetBearer,Perf_11
NGAPI_RecPlan_020_GetRecoveryPlan,Perf_11
NGAPI_RecPlan_040_GetActions,Perf_11
NGAPI_RecPlan_050_GetClientGoals,Perf_11
NGAPI_RecPlan_070_CreateHCG,Perf_11
NGAPI_RecPlan_110_CreateClientGoal,Perf_11
NGAPI_RecPlan_110_CreateClientGoal_SetBody,Perf_11
NGAPI_RecPlan_120_UpdateClientGoal,Perf_11
NGAPI_WelcomeConversation,Perf_11
NGAPI_WelcomeConversationRecoveryPlan,Perf_11
NGAPI_WelCon_000_GetBearer,Perf_11
NGAPI_WelCon_010_UpdateClaim,Perf_11
NGAPI_WelConRecPlan_000_GetBearer,Perf_11
NGAPI_WelConRecPlan_010_CreateContact,Perf_11
NGAPI_WelConRecPlan_020_CreateTranscript,Perf_11
NGAPI_WGTasks_000_GetBearer,Perf_11
NGAPI_WGTasks_010_GetClientFromClaim,Perf_11
NGAPI_WGTasks_020_GetEFormSFTask,Perf_11
NGAPI_WGTasks_030_GetCaseDocumentsSFTask,Perf_11
NGAPI_WLM_000_GetBearer,Perf_11
NGAPI_WLM_010_CreateTaskTransfer,Perf_11
NGAPI_WLM_020_UpdateTask,Perf_11
NGAPI_WLM_030_CloseTask,Perf_11
NGAPI_WorkloadManagement,Perf_11
NGAPI_WrittenGuidanceTasks,Perf_11
TC_NGAPI_CoaP_010_GetClientIDFromClaim,Perf_11
TC_NGAPI_CoaP_020_GetClient,Perf_11
TC_NGAPI_CoaP_030_GetClaim,Perf_11
TC_NGAPI_CoaP_040_GetEosTask,Perf_11
TC_NGAPI_CoaP_050_GetContacts,Perf_11
TC_NGAPI_CoaP_051_GetContactsIssue,Perf_11
TC_NGAPI_CoaP_060_GetParticipants,Perf_11
TC_NGAPI_CoaP_090_GetEForm,Perf_11
TC_NGAPI_CoaP_110_GetPaymentHistory,Perf_11
TC_NGAPI_CoaP_120_GetPendingPayment,Perf_11
TC_NGAPI_CoaP_130_GetCertificationPeriods,Perf_11
TC_NGAPI_CoaP_140_GetPurchaseOrders,Perf_11
TC_NGAPI_CoaP_150_GetOccupationandEarnings,Perf_11
TC_NGAPI_CoaP_180_GetAllClaimsByClientID,Perf_11
VCF_FileUpload_01_ClickDocs,Perf_11
VCF_FileUpload_02_WebApp_large,Perf_11
VCF_FileUpload_02_WebApp_medium,Perf_11
VCF_FileUpload_02_WebApp_small,Perf_11
VCF_FileUpload_031_RefreshDocumentList_large,Perf_11
VCF_FileUpload_031_RefreshDocumentList_medium,Perf_11
VCF_FileUpload_031_RefreshDocumentList_small,Perf_11
VCF_FileUpload_03_PollForDocument_large,Perf_11
VCF_FileUpload_03_PollForDocument_medium,Perf_11
VCF_FileUpload_03_PollForDocument_small,Perf_11
VCF_ViewDoc,Perf_11
